kc_id,glomerulus,synapses
720575940631336930,VC5,9
720575940631342476,DA4l,11
720575940631342476,DM1,25
720575940631342476,DM4,15
720575940631342476,VA5,19
720575940631342476,VM5d,7
720575940631351619,DC1,7
720575940631388231,VA1d,25
720575940631388231,VC1,10
720575940631388231,VC3,9
720575940631399978,DM1,7
720575940631399978,DM5,5
720575940631406547,DA1,10
720575940631406547,DM2,7
720575940631406547,VA6,10
720575940631406547,VL2a,11
720575940631408199,DM1,16
720575940631408199,DM6,5
720575940631408199,VA1v,9
720575940631408199,VC1,10
720575940631408199,VC3,10
720575940631408199,VL2p,15
720575940631408610,DM4,13
720575940631408610,DP1m,21
720575940631408610,VC3,7
720575940631408610,VM3,18
720575940631425235,VA2,28
720575940631425235,VC3,17
720575940631425235,VC4,19
720575940631425235,VM2,19
720575940631425235,VM5v,23
720575940631432403,VA2,16
720575940631434722,DL1,25
720575940631434722,DM1,25
720575940631434722,VL2a,8
720575940631447363,VC3,11
720575940631447363,VM2,11
720575940631447363,VM5d,7
720575940631447363,VM7d,11
720575940631453763,DA1,27
720575940631453763,VC3,6
720575940631453763,VC5,21
720575940631453763,VM5d,26
720575940631453922,DA3,24
720575940631453922,DM3,27
720575940631458371,DC1,17
720575940631458371,DL5,15
720575940631458371,V,16
720575940631458371,VA3,10
720575940631458371,VC2,10
720575940631498819,VL1,13
720575940631498819,VM7d,7
720575940631502509,DC4,20
720575940631502509,VA3,22
720575940631531055,DC2,27
720575940631531055,DL4,12
720575940631531055,DP1m,20
720575940631531055,VA7l,17
720575940631531055,VL2p,15
720575940631531055,VM5d,7
720575940631549743,VM1,20
720575940631549743,VM5v,6
720575940631553164,DL1,29
720575940631553164,DM1,37
720575940631553164,VA2,24
720575940631573039,DC2,14
720575940631573039,DM4,12
720575940631573039,VA5,12
720575940631573039,VL2a,16
720575940631573039,VM7d,19
720575940631573039,VM7v,13
720575940631575599,DA1,15
720575940631575599,V,14
720575940631575599,VA2,15
720575940631575599,VA4,11
720575940631575599,VC2,28
720575940631589689,DC2,16
720575940631589689,VL2a,7
720575940631594809,DA1,15
720575940631594809,DC3,24
720575940631594809,DL2v,15
720575940631594809,DP1m,10
720575940631594809,VA4,14
720575940631603768,VC5,20
720575940631603768,VL2a,25
720575940631603768,VM7d,24
720575940631620921,DL2d,7
720575940631620921,V,13
720575940631621689,DA1,24
720575940631621689,VA5,10
720575940631621689,VM1,33
720575940631624673,VA2,49
720575940631624673,VC3,11
720575940631624673,VM5v,6
720575940631624761,DC3,13
720575940631624761,DL1,13
720575940631624761,VM4,10
720575940631624761,VM5v,14
720575940631625272,DA1,21
720575940631625272,DM4,8
720575940631625272,DM6,10
720575940631625272,VC4,13
720575940631625272,VM3,7
720575940631625272,VM5d,20
720575940631630561,DM4,12
720575940631630561,DM5,10
720575940631630561,DP1m,6
720575940631630561,V,7
720575940631630561,VA2,12
720575940631630561,VC5,5
720575940631630561,VM2,18
720575940631630561,VM5d,9
720575940631647043,DA4m,15
720575940631647043,DM1,18
720575940631647043,VA1v,7
720575940631647043,VA5,8
720575940631647043,VL1,11
720575940631647043,VL2p,7
720575940631661281,DA4l,8
720575940631661281,DC1,16
720575940631667937,DA3,11
720575940631667937,DL2d,14
720575940631667937,VM1,24
720575940631667937,VM3,23
720575940631678689,DM1,19
720575940631678689,DM6,12
720575940631678689,DP1m,12
720575940631678689,VA2,15
720575940631678689,VM3,8
720575940631686308,VA1d,13
720575940631686308,VC4,20
720575940631694137,DL1,6
720575940631694137,VA3,5
720575940631694137,VM5v,7
720575940631731620,D,15
720575940631731620,DC3,20
720575940631731620,VM5d,12
720575940631754527,DP1l,9
720575940631754527,VM1,25
720575940631754527,VM3,10
720575940631756136,DA2,27
720575940631756136,DC3,33
720575940631756136,VA7l,11
720575940631756136,VM5v,18
720575940631756136,VP1d,14
720575940631759161,DM4,13
720575940631759161,DM6,23
720575940631759161,DP1m,20
720575940631759161,VC2,22
720575940631759161,VM5d,13
720575940631764281,DA1,23
720575940631764281,DL2v,15
720575940631764281,DL5,11
720575940631764281,DM6,23
720575940631764281,DP1m,8
720575940631764281,VL2p,11
720575940631775032,DP1m,5
720575940631777567,DC1,16
720575940631777567,VA1d,24
720575940631777567,VA1v,20
720575940631782447,DL1,5
720575940631782447,VA6,9
720575940631782447,VC5,11
720575940631782712,VC1,12
720575940631782712,VP1d,21
720575940631798888,DP1l,9
720575940631798888,VA1d,29
720575940631798888,VL1,11
720575940631801401,DP1m,25
720575940631801401,VA7m,13
720575940631801401,VC4,27
720575940631801401,VM2,28
720575940631801631,DA1,13
720575940631801631,DC1,8
720575940631801631,DC2,14
720575940631801631,DM5,7
720575940631801631,DP1m,9
720575940631801631,VC5,13
720575940631827527,VA1v,5
720575940631827527,VA2,20
720575940631827527,VC4,14
720575940631827527,VL1,9
720575940631835673,DM1,15
720575940631835673,DM4,17
720575940631835673,DM5,6
720575940631835673,DM6,15
720575940631835673,DP1l,15
720575940631835673,VM3,11
720575940631842956,DA1,18
720575940631842956,DC2,8
720575940631842956,VA3,15
720575940631842956,VA7m,8
720575940631842956,VL2p,9
720575940631868999,DC1,21
720575940631868999,DP1l,16
720575940631868999,VA5,15
720575940631868999,VM5d,27
720575940631875097,DM1,50
720575940631875097,DM2,24
720575940631875097,V,15
720575940631875097,VA5,31
720575940631879193,DM1,14
720575940631879193,DP1m,5
720575940631880217,DM2,11
720575940631880217,DM3,6
720575940631880217,DP1l,13
720575940631880217,VA2,25
720575940631880217,VM5d,13
720575940631967575,DC1,7
720575940631967575,DC2,15
720575940631967575,DL1,14
720575940631967575,DL5,17
720575940631967575,DP1m,14
720575940631967575,VL2p,25
720575940631975379,DC3,9
720575940631975379,DL1,11
720575940631975379,VA1d,9
720575940631975379,VA1v,11
720575940631975379,VC3,12
720575940631975379,VC5,11
720575940631991879,D,14
720575940631991879,DC2,25
720575940631991879,DL2d,11
720575940631991879,DL2v,21
720575940631991879,DM5,12
720575940631998023,DA1,36
720575940631998023,DC1,10
720575940631998023,DM1,31
720575940631998023,DM4,18
720575940631998023,VA3,14
720575940631998023,VM5d,11
720575940632003409,DA1,14
720575940632003409,DC1,5
720575940632003409,DC2,23
720575940632003409,VA2,6
720575940632010567,DA2,5
720575940632010567,DC1,20
720575940632010567,DC2,6
720575940632010567,DM1,19
720575940632010567,VM5v,10
720575940632019247,DA1,18
720575940632019247,DA4l,18
720575940632019247,VL1,7
720575940632068383,DM1,16
720575940632068383,DM4,28
720575940632068383,DP1m,28
720575940632068383,VM3,22
720575940632077127,DL1,36
720575940632077127,DP1m,31
720575940632077127,VA7m,22
720575940632078929,DM5,5
720575940632078929,DP1l,30
720575940632078929,VA2,35
720575940632078929,VM3,13
720575940632098375,VM4,8
720575940632111780,DP1m,27
720575940632111780,VM1,19
720575940632111780,VM2,17
720575940632111780,VM5d,13
720575940632115247,DC1,12
720575940632115247,DL2d,17
720575940632115247,DM6,12
720575940632115247,VC2,18
720575940632115247,VM3,9
720575940632123439,D,15
720575940632123439,DP1m,35
720575940632123439,VA3,19
720575940632123439,VL2a,17
720575940632135249,VA1v,20
720575940632135249,VA3,24
720575940632135249,VC3,19
720575940632135249,VM5d,6
720575940632135249,VM5v,19
720575940632144813,DA4l,11
720575940632144813,DL1,7
720575940632144813,DL5,6
720575940632164269,DL2v,20
720575940632164269,DM1,10
720575940632164269,DP1m,24
720575940632164269,VA4,16
720575940632164269,VM3,5
720575940632169007,D,28
720575940632169007,DL5,16
720575940632169007,VA7m,17
720575940632169007,VM4,19
720575940632169007,VP1d,7
720575940632172591,DA4m,18
720575940632172591,DC4,12
720575940632172591,VA1v,8
720575940632172591,VC2,9
720575940632172591,VM5v,26
720575940632173103,DC4,31
720575940632173103,DL1,26
720575940632173103,DM5,6
720575940632197935,DA2,12
720575940632197935,DC2,11
720575940632197935,DL1,18
720575940632197935,VA6,13
720575940632197935,VA7l,32
720575940632197935,VM5d,15
720575940632203823,DM2,11
720575940632203823,DM3,8
720575940632203823,DM4,22
720575940632203823,VA7m,21
720575940632229788,DC4,5
720575940632229788,VA2,9
720575940632233628,DC1,12
720575940632233628,DC2,16
720575940632233628,VA1d,22
720575940632233628,VA2,15
720575940632233628,VC3,19
720575940632353499,DC1,26
720575940632353499,DM5,17
720575940632353499,DP1l,35
720575940632353499,VC3,14
720575940632357284,DA1,17
720575940632357284,DA2,12
720575940632357284,DL1,35
720575940632357284,VA1d,21
720575940632357984,VA1d,17
720575940632358564,DA1,11
720575940632358564,DM6,22
720575940632358564,VC2,13
720575940632358564,VL2p,14
720575940632358564,VM5v,23
720575940632364717,DC2,13
720575940632364717,VA1v,11
720575940632364717,VC3,20
720575940632364717,VM5d,8
720575940632364717,VM7d,21
720575940632371040,VL1,6
720575940632371737,DL2d,13
720575940632371737,VM4,11
720575940632377375,DA2,6
720575940632377375,DC1,5
720575940632377375,DM4,7
720575940632377375,V,25
720575940632377375,VA7l,13
720575940632377375,VC4,18
720575940632388138,VM1,26
720575940632433828,DA4l,9
720575940632433828,DM1,21
720575940632433828,DM5,6
720575940632433828,DP1m,24
720575940632433828,VA7m,22
720575940632433828,VM5d,21
720575940632434340,DA1,19
720575940632434340,DC3,29
720575940632434340,DL2d,14
720575940632434340,VC2,16
720575940632434340,VC5,12
720575940632465945,DM1,22
720575940632473440,DA3,9
720575940632473440,DL2v,21
720575940632473440,VA5,10
720575940632473440,VC3,22
720575940632473440,VM5d,12
720575940632481363,DC1,10
720575940632495052,DL1,14
720575940632495052,VA4,16
720575940632495052,VM3,9
720575940632495052,VM5v,6
720575940632510048,DA1,10
720575940632510048,DA4l,6
720575940632510048,DM3,9
720575940632510048,VA6,10
720575940632510048,VM5v,18
720575940632532255,DA2,13
720575940632532255,DL2d,17
720575940632532255,DM1,15
720575940632532255,DM3,11
720575940632532255,VM5d,17
720575940632536780,VA5,14
720575940632536780,VM5v,19
720575940632536780,VM7v,29
720575940632552343,DL2d,28
720575940632552343,DL5,10
720575940632552343,VA3,19
720575940632552343,VA5,17
720575940632558675,DC1,12
720575940632582807,VA7m,9
720575940632582807,VC2,31
720575940632582807,VM3,43
720575940632583831,DM1,6
720575940632583831,DM4,12
720575940632583831,DP1m,23
720575940632583831,VL2p,8
720575940632583831,VM5d,19
720575940632584787,DA1,21
720575940632584787,DA3,17
720575940632584787,VC3,11
720575940632585043,DC3,6
720575940632585043,DL2d,9
720575940632585043,DL4,8
720575940632585043,DL5,10
720575940632585043,VA6,7
720575940632585043,VA7l,7
720575940632617164,DM3,12
720575940632617164,DP1l,34
720575940632617164,VA5,17
720575940632617164,VC1,12
720575940632652077,DL2v,7
720575940632652077,V,12
720575940632668973,DA1,13
720575940632668973,DC3,10
720575940632668973,DL1,24
720575940632668973,DM3,10
720575940632668973,DM4,22
720575940632676409,VA4,12
720575940632676409,VA7m,15
720575940632676409,VC2,12
720575940632676409,VM2,23
720575940632676409,VM5v,27
720575940632718291,DM2,19
720575940632718291,DM3,13
720575940632718291,VA2,19
720575940632718291,VM3,17
720575940632725459,DM1,25
720575940632728476,V,11
720575940632728476,VA6,11
720575940632728476,VL2p,9
720575940632735021,DP1m,15
720575940632735021,VC1,19
720575940632735021,VC3,20
720575940632735021,VL2a,19
720575940632736045,DA1,27
720575940632736045,VA7l,21
720575940632736045,VL2p,13
720575940632804543,DC3,9
720575940632804543,DL1,10
720575940632804543,DM2,10
720575940632804543,V,11
720575940632805037,DL3,19
720575940632805037,DM6,26
720575940632805037,DP1l,11
720575940632805037,VA1d,18
720575940632805037,VA2,6
720575940632805037,VM1,26
720575940632805037,VM5v,7
720575940632835810,D,16
720575940632835810,DC1,22
720575940632835810,DC2,22
720575940632835810,DP1m,17
720575940632848045,DC3,12
720575940632848045,DL4,6
720575940632848045,DM3,12
720575940632848045,VL2p,6
720575940632848045,VM7d,6
720575940632849069,DA1,22
720575940632849069,DL1,15
720575940632849069,DM5,9
720575940632849069,VA1v,18
720575940632849069,VA4,10
720575940632849069,VC3,13
720575940632919265,D,23
720575940632919265,DC2,21
720575940632919265,DM6,23
720575940632919265,VC2,14
720575940632927405,D,14
720575940632927405,VA3,37
720575940632927405,VC1,17
720575940632927405,VM3,16
720575940632929178,DA4l,12
720575940632929178,DC1,18
720575940632929178,VM1,9
720575940632929178,VM5d,21
720575940632929690,DL2v,19
720575940632929690,DM1,21
720575940632929690,DM3,12
720575940632929690,DM4,14
720575940632929690,DP1m,22
720575940632929690,VA2,7
720575940632929690,VA3,16
720575940632929690,VM2,20
720575940632930458,DC1,43
720575940632930458,DM2,24
720575940632930458,DM6,23
720575940632930458,VM7v,23
720575940632932506,DL1,17
720575940632932506,DM5,18
720575940632932506,DP1m,24
720575940632932506,VA1d,8
720575940632932506,VA4,20
720575940632932506,VA5,18
720575940632932762,DL2d,10
720575940632932762,DM1,10
720575940632932762,DM5,8
720575940632932762,DP1m,5
720575940632932762,VC2,5
720575940632932762,VM3,30
720575940632940442,DC3,12
720575940632940442,DL5,26
720575940632940442,DM5,22
720575940632940442,VL2p,19
720575940632951266,DC1,19
720575940632951266,DL2v,25
720575940632951266,DM4,23
720575940632951266,VM3,14
720575940632963245,VL2a,11
720575940632963245,VM5v,10
720575940632963245,VM7v,23
720575940632964269,DM3,10
720575940632964269,VA4,8
720575940632964269,VA7l,16
720575940632964269,VC3,19
720575940632964269,VC4,11
720575940632964269,VL2a,9
720575940632980378,DL2v,11
720575940632980378,VA6,22
720575940632980378,VC5,17
720575940632980378,VM4,21
720575940632980378,VM5v,21
720575940633004383,DC1,8
720575940633004383,DL2v,25
720575940633004383,DM1,16
720575940633004383,DM4,15
720575940633004383,DM5,14
720575940633034336,DM4,10
720575940633040223,D,17
720575940633040223,DM1,6
720575940633040223,VA2,9
720575940633040223,VA4,7
720575940633040223,VA6,9
720575940633040223,VM5d,15
720575940633043295,DL2d,11
720575940633043295,DL3,5
720575940633043295,DM1,14
720575940633043295,DM2,5
720575940633043295,VA4,9
720575940633043295,VM7d,5
720575940633056467,DC1,36
720575940633056467,DP1l,17
720575940633056467,DP1m,13
720575940633056467,VA2,19
720575940633073760,DM1,38
720575940633073760,DP1m,9
720575940633073760,VA4,16
720575940633073760,VC4,22
720575940633074015,DA1,22
720575940633074015,DL3,11
720575940633074015,DP1m,47
720575940633074015,VA2,20
720575940633075163,DM1,9
720575940633075163,DM6,13
720575940633075163,VA2,12
720575940633075163,VM2,19
720575940633075163,VM3,11
720575940633075163,VM5d,17
720575940633075163,VM5v,10
720575940633075163,VM7d,10
720575940633093483,DM1,20
720575940633093483,DM2,5
720575940633093483,DP1l,27
720575940633093483,DP1m,33
720575940633093483,VA2,18
720575940633123609,DC1,21
720575940633123609,DM4,15
720575940633123609,VA1d,24
720575940633140887,D,13
720575940633140887,DL1,8
720575940633140887,VA6,10
720575940633140887,VC3,10
720575940633146007,DA4l,7
720575940633146007,DC3,22
720575940633146007,DP1l,19
720575940633186771,DC1,14
720575940633186771,DL2d,7
720575940633186771,DL2v,13
720575940633186771,VC2,17
720575940633188459,VA1d,46
720575940633188459,VC2,27
720575940633188459,VL2a,15
720575940633210475,DA4l,10
720575940633210475,V,23
720575940633210475,VL2p,13
720575940633210475,VM7d,29
720575940633212779,D,12
720575940633212779,VA6,18
720575940633212779,VC1,23
720575940633212779,VL2p,7
720575940633212779,VM5d,19
720575940633212779,VM7d,16
720575940633215339,DC2,16
720575940633215339,DL1,16
720575940633215339,DP1m,14
720575940633215339,VM7d,19
720575940633215339,VM7v,13
720575940633224555,DP1m,15
720575940633224555,VM1,9
720575940633243755,DM2,7
720575940633243755,DP1m,13
720575940633243755,VA1v,16
720575940633243755,VL2p,14
720575940633243755,VM2,16
720575940633300927,DC2,21
720575940633300927,DC3,13
720575940633300927,DL1,28
720575940633300927,VM1,17
720575940633300927,VM5d,19
720575940633300927,VP1d,8
720575940633312482,DA1,17
720575940633312482,DC1,16
720575940633312482,VA1d,26
720575940633312482,VA7l,18
720575940633312482,VM5v,28
720575940633402082,DL5,11
720575940633402082,VA4,13
720575940633402082,VA7m,25
720575940633402082,VL2p,15
720575940633466524,VC3,7
720575940633493660,DM4,10
720575940633493660,DM5,13
720575940633493660,VA7l,16
720575940633493660,VC4,18
720575940633493660,VL2a,31
720575940633509471,DP1m,11
720575940633516980,DM1,46
720575940633516980,DM3,31
720575940633516980,DM4,17
720575940633521588,D,16
720575940633521588,DM2,13
720575940633521588,DM6,31
720575940633521588,DP1l,36
720575940633521588,V,8
720575940633551028,DC3,13
720575940633551028,DM6,11
720575940633551028,VM5d,11
720575940633551028,VM7v,7
720575940633551540,DC1,18
720575940633551540,DL1,24
720575940633551540,DL3,28
720575940633551540,DM5,19
720575940633551540,VA1d,31
720575940633552820,D,25
720575940633552820,DC1,11
720575940633552820,DC2,21
720575940633552820,DL5,9
720575940633552820,DM6,16
720575940633560545,D,8
720575940633560545,DA4l,9
720575940633560545,DA4m,5
720575940633560545,DL3,16
720575940633560545,VL1,12
720575940633560545,VM7d,27
720575940633565154,DP1m,6
720575940633565154,VA3,12
720575940633569784,VA1d,25
720575940633569784,VL2a,8
720575940633569784,VM7d,13
720575940633570808,DC1,8
720575940633570808,DC2,6
720575940633570808,DM1,21
720575940633570808,DM2,21
720575940633570808,DP1m,31
720575940633580024,VA5,8
720575940633580024,VA6,22
720575940633580024,VC1,5
720575940633580024,VM2,20
720575940633580024,VM4,25
720575940633580024,VM5d,8
720575940633580024,VM7d,22
720575940633710105,DP1m,18
720575940633710105,VA7l,18
720575940633710105,VA7m,42
720575940633710105,VC3,25
720575940633710105,VL2p,23
720575940633773849,D,19
720575940633773849,DL4,5
720575940633773849,VA1d,23
720575940633785369,V,24
720575940633802009,VM5d,7
720575940633813785,DC2,5
720575940633813785,DL1,9
720575940633813785,DP1m,11
720575940633813785,VC3,7
720575940633813785,VL2a,6
720575940633813785,VM5v,10
720575940633886765,DC1,24
720575940633886765,VA1v,21
720575940633886765,VA2,30
720575940633886765,VA4,13
720575940633886765,VL2p,8
720575940633908124,DM1,36
720575940633908124,DM5,24
720575940633908124,VA4,12
720575940633908124,VC3,10
720575940633908124,VM2,29
720575940633908887,D,21
720575940633908887,DA1,17
720575940633908887,DA3,6
720575940633908887,DM5,14
720575940633908887,DP1l,16
720575940633908887,VM7v,14
720575940633911959,DL1,30
720575940633911959,DL2d,30
720575940633911959,VC4,17
720575940633911959,VL2a,30
720575940633932951,VA6,19
720575940633989999,DL1,21
720575940633989999,DM1,43
720575940633989999,VC5,27
720575940633989999,VL2p,13
720575940633996911,DC2,19
720575940633996911,DL2v,23
720575940633996911,DM1,16
720575940633996911,DP1m,12
720575940633996911,VA7m,15
720575940633996911,VC1,24
720575940633996911,VM5d,16
720575940634000495,DM6,35
720575940634000495,VA2,19
720575940634000495,VM7v,19
720575940634001007,DL2v,26
720575940634001007,DM1,16
720575940634001007,DM4,6
720575940634001007,DP1m,14
720575940634001007,VL2a,25
720575940634012015,DC1,19
720575940634012015,DM1,25
720575940634012015,DP1m,24
720575940634012015,VM3,24
720575940634018415,DA1,10
720575940634018415,V,10
720575940634018415,VA5,5
720575940634072756,DA1,14
720575940634072756,VL2a,11
720575940634072756,VM5d,10
720575940634078200,VL1,6
720575940634117216,DL1,22
720575940634117216,DM2,28
720575940634117216,V,26
720575940634117216,VA4,15
720575940634146808,V,6
720575940634154140,DL1,34
720575940634154140,DM2,19
720575940634154140,DP1l,15
720575940634154140,DP1m,20
720575940634154140,VM7d,20
720575940634231999,DM6,42
720575940634231999,VA3,27
720575940634231999,VC1,18
720575940634231999,VC4,21
720575940634235744,VA6,18
720575940634235744,VM5d,12
720575940634235744,VM5v,19
720575940634294367,DM6,18
720575940634294367,VL2a,15
720575940634294367,VM5d,12
720575940634294367,VM5v,24
720575940634294367,VM7d,8
720575940634296951,DC1,10
720575940634296951,VL2p,5
720575940634296951,VM1,6
720575940634347360,DL1,21
720575940634347360,DM3,5
720575940634347360,VA2,10
720575940634347360,VC3,6
720575940634351200,DC4,13
720575940634362999,DA4l,15
720575940634362999,DM3,18
720575940634362999,DM4,9
720575940634362999,DP1l,22
720575940634362999,VM2,27
720575940634430103,VA4,23
720575940634430103,VA7m,31
720575940634430103,VC2,21
720575940634442091,DC1,15
720575940634442091,VA3,13
720575940634442091,VA7m,9
720575940634442091,VC2,11
720575940634442091,VM2,9
720575940634464869,DA1,17
720575940634464869,DL3,26
720575940634464869,DM1,31
720575940634464869,DM2,14
720575940634464869,DM3,6
720575940634464869,VM4,9
720575940634468197,DC1,19
720575940634468197,DL2v,24
720575940634468197,DM1,36
720575940634468197,DM2,10
720575940634468197,DM3,21
720575940634468197,VM2,11
720575940634638734,DA3,11
720575940634638734,DC2,16
720575940634638734,VA1d,28
720575940634638734,VA3,19
720575940634638734,VC3,9
720575940634638734,VM7d,21
720575940634638990,DM4,20
720575940634638990,DM6,20
720575940634638990,VA1d,20
720575940634640014,DL1,7
720575940634640014,VA1v,27
720575940634640014,VA6,10
720575940634640014,VM5d,10
720575940634800282,DM1,12
720575940634800282,DM3,5
720575940634800282,DM4,7
720575940634800282,DM5,13
720575940634800282,DP1m,28
720575940634800282,VA4,13
720575940634800759,DA4l,10
720575940634800759,DC3,9
720575940634800759,VM5d,8
720575940634836671,DP1m,37
720575940634836671,VC3,8
720575940634836671,VC4,30
720575940634839487,VA2,8
720575940634839487,VA3,8
720575940634839487,VM5d,13
720575940634839988,DP1m,22
720575940634839988,VL2p,24
720575940634849375,DC3,28
720575940634849375,VM1,9
720575940634849460,DP1m,15
720575940634849460,VA4,8
720575940634849460,VL2a,15
720575940634849460,VL2p,15
720575940634858676,DC1,10
720575940634858676,DL1,11
720575940634858676,VM3,8
720575940634858676,VM7d,14
720575940634878047,DA4l,5
720575940634878047,DC3,5
720575940634878047,DL1,14
720575940634878047,DL5,31
720575940634878047,VA1v,11
720575940634878047,VM2,10
720575940634890175,DC1,8
720575940634890175,DM2,5
720575940634890175,DM4,9
720575940634890175,DM6,13
720575940634890175,VC3,14
720575940634890175,VL2a,6
720575940634890175,VM2,6
720575940634914552,DL5,25
720575940634914552,VC2,17
720575940634914552,VM5d,25
720575940634920543,DA1,13
720575940634920543,DM4,24
720575940634920543,DP1m,52
720575940634937951,DC3,15
720575940634937951,VM1,9
720575940634937951,VM4,26
720575940634937951,VM5v,21
720575940634939034,DC3,19
720575940634939034,VA1v,7
720575940634939034,VC3,11
720575940634939034,VL2p,10
720575940634939034,VM7v,6
720575940634942362,VA1d,23
720575940634942362,VA7l,6
720575940634942362,VA7m,14
720575940634942362,VC3,15
720575940634951007,DM1,19
720575940634951007,DM2,5
720575940634951007,VC3,9
720575940634951007,VM2,20
720575940634954164,VA6,8
720575940634954164,VA7m,15
720575940634954164,VC3,21
720575940634954164,VM5d,17
720575940634967962,DA1,22
720575940634967962,DC4,21
720575940634967962,VA3,5
720575940634967962,VA7m,14
720575940634967962,VC3,12
720575940634967962,VL2p,7
720575940634975851,D,26
720575940634975851,DP1m,14
720575940634975851,V,10
720575940634975851,VP1d,5
720575940634977893,D,14
720575940634977893,DC4,14
720575940634977893,VA1v,12
720575940634977893,VA3,18
720575940634977893,VA7l,16
720575940634977893,VM7d,10
720575940634989560,DA2,6
720575940634989560,DC1,10
720575940634989560,DC3,21
720575940634989560,VA1d,11
720575940634989560,VA3,21
720575940635016048,DM2,12
720575940635016048,DM5,13
720575940635016048,DP1m,31
720575940635016048,VM1,13
720575940635033701,DM1,19
720575940635110286,DC2,33
720575940635110286,DP1m,16
720575940635110286,VA3,25
720575940635150990,DM2,23
720575940635150990,DM4,8
720575940635150990,DP1m,19
720575940635150990,VA2,20
720575940635150990,VA6,23
720575940635153294,DM1,13
720575940635213998,DC1,16
720575940635213998,DL1,16
720575940635213998,VA4,22
720575940635213998,VM2,25
720575940635288943,DC2,16
720575940635288943,DL2v,20
720575940635288943,DL5,14
720575940635288943,DP1l,17
720575940635288943,VA5,14
720575940635288943,VL2p,8
720575940635309304,DA1,18
720575940635309304,VA2,33
720575940635309304,VC2,10
720575940635309304,VC4,31
720575940635309304,VL2p,17
720575940635386616,DA1,20
720575940635386616,DM1,21
720575940635386616,DP1m,22
720575940635386616,VA2,18
720575940635386616,VA3,17
720575940635386616,VA7m,5
720575940635386616,VC3,25
720575940635386616,VL2a,12
720575940635452408,DA1,12
720575940635452408,VA3,10
720575940635452408,VL2a,13
720575940635452408,VL2p,5
720575940635452408,VM7v,21
720575940635465908,DA1,19
720575940635465908,DM3,19
720575940635465908,VL2a,16
720575940635498871,DC4,13
720575940635498871,DP1l,8
720575940635498871,VA6,13
720575940635498871,VM3,16
720575940635499888,VL2a,5
720575940635541623,D,21
720575940635541623,DM2,18
720575940635541623,DM3,11
720575940635541623,VA1v,12
720575940635541623,VC3,7
720575940635541623,VM5d,17
720575940635614942,D,22
720575940635614942,DL1,15
720575940635614942,DP1l,13
720575940635614942,VL2p,7
720575940635614942,VM3,18
720575940635628766,D,10
720575940635628766,VC2,6
720575940635628766,VM5d,14
720575940635656670,DP1m,37
720575940635656670,VA1d,16
720575940635656670,VA2,23
720575940635656670,VC4,31
720575940635659486,DC1,9
720575940635659486,DM2,9
720575940635659486,DM6,10
720575940635659486,VM5d,6
720575940635659486,VM5v,15
720575940635800431,DC2,5
720575940635803876,DM2,21
720575940635807087,DM1,11
720575940635807087,DP1m,6
720575940635883748,VM2,6
720575940635883748,VM5d,7
720575940635884143,DM4,14
720575940635884143,VA6,17
720575940635884143,VC2,16
720575940635884143,VP1d,19
720575940635884911,DM4,27
720575940635884911,DP1m,27
720575940635884911,VL2p,14
720575940635908580,VM1,8
720575940635953343,DP1m,9
720575940635953343,VM7d,10
720575940636045175,DL5,6
720575940636059226,DM2,10
720575940636059226,DM6,5
720575940636059226,VM2,6
720575940636069751,DM1,5
720575940636069751,DM5,10
720575940636069751,DP1l,32
720575940636069751,VA7m,19
720575940636069751,VM7v,9
720575940636092393,DC1,10
720575940636092393,DM2,16
720575940636092393,DM4,14
720575940636092393,VM7v,24
720575940636114239,VA1d,15
720575940636114239,VA6,6
720575940636135543,DC3,25
720575940636135543,DM5,21
720575940636135543,VA2,21
720575940636135543,VC2,13
720575940636135543,VL2p,9
720575940636135799,D,19
720575940636135799,DA4l,11
720575940636135799,DC2,13
720575940636135799,DM6,18
720575940636135799,DP1m,16
720575940636135799,VA4,17
720575940636136567,DM4,6
720575940636136567,VC3,8
720575940636136567,VC4,7
720575940636143679,DC3,5
720575940636143679,V,13
720575940636143679,VL2a,23
720575940636143679,VL2p,7
720575940636146409,DM4,25
720575940636146409,V,15
720575940636146409,VA7m,10
720575940636146409,VM3,25
720575940636159039,DL1,8
720575940636159039,DP1m,11
720575940636159039,VM5d,12
720575940636159198,DP1m,22
720575940636159198,VA3,17
720575940636159198,VA6,14
720575940636159198,VA7m,9
720575940636168414,DC4,27
720575940636168414,VA1d,8
720575940636168414,VA3,7
720575940636168414,VA7l,11
720575940636168414,VM5d,14
720575940636224142,DC1,18
720575940636224142,DM1,24
720575940636224142,DM4,21
720575940636224142,DM5,13
720575940636224142,VA2,39
720575940636224142,VM3,33
720575940636242039,DC1,16
720575940636242039,DC2,19
720575940636242039,DL1,9
720575940636242039,DP1l,9
720575940636242039,VA5,20
720575940636242039,VL2p,14
720575940636246446,DC1,18
720575940636246446,VA2,18
720575940636246446,VA4,6
720575940636291429,D,32
720575940636291429,DM4,30
720575940636291429,VA3,41
720575940636291429,VA6,23
720575940636352357,DA4l,7
720575940636352357,DC1,20
720575940636352357,VA2,11
720575940636352357,VC2,14
720575940636356836,DC1,14
720575940636356836,DC4,16
720575940636356836,VC2,6
720575940636356836,VC3,14
720575940636356836,VM5d,6
720575940636364133,DA1,24
720575940636364133,DC1,11
720575940636364133,DC2,16
720575940636364133,DL1,19
